Player,Position16,Age16,Games16,Pass Cmp16,Pass Att16,Pass Yds16,Pass TD16,Pass Int16,Rush Att16,Rush Yds16,Rush TD16,Rec Tgt16,Rec16,Rec Yds16,Rec TD16,Fmb16,Tot TD16,FantPt16,PPR16
Jordan Taylor,WR,24,16,0,0,0,0,0,0,0,0,25,16,209,2,1,2,31,46.9
Virgil Green,TE,28,12,0,0,0,0,0,0,0,0,37,22,237,1,0,1,30,51.7
Kenjon Barner,RB,27,13,0,0,0,0,0,27,129,2,11,5,42,0,0,2,29,34.1
C.J. Uzomah,TE,23,10,0,0,0,0,0,0,0,0,38,25,234,1,0,1,29,54.4
Cameron Artis-Payne,RB,26,3,0,0,0,0,0,36,144,2,1,1,11,0,0,2,28,28.5
Jacoby Brissett,QB,24,3,34,55,400,0,0,16,83,1,0,0,0,0,3,1,28,28.3
Nick Foles,QB,27,3,36,55,410,3,0,4,-4,0,0,0,0,0,0,0,28,28.0
Paxton Lynch,QB,22,3,49,83,497,2,1,11,25,0,0,0,0,0,2,0,28,28.4
Tanner McEvoy,WR,23,14,1,1,43,0,0,0,0,0,11,9,140,2,0,2,28,36.7
Kerwynn Williams,RB,25,10,0,0,0,0,0,18,157,2,2,1,6,0,0,2,28,29.3
Bennie Fowler,WR,25,13,0,0,0,0,0,0,0,0,24,11,145,2,0,2,27,37.5
DuJuan Harris,RB,28,10,0,0,0,0,0,38,138,0,9,8,115,1,2,1,27,35.3
Chester Rogers,WR,22,14,0,0,0,0,0,0,0,0,34,19,273,0,2,0,27,46.3
Shane Vereen,RB,27,5,0,0,0,0,0,33,158,1,19,11,94,0,2,1,27,38.2
Kapri Bibbs,RB,23,12,0,0,0,0,0,29,129,0,4,2,75,1,0,1,26,28.4
Demetrius Harris,TE,25,16,0,0,0,0,0,0,0,0,31,17,123,1,1,2,26,43.3
Jaron Brown,WR,26,7,0,0,0,0,0,0,0,0,22,11,187,1,0,1,25,35.7
Alex Collins,RB,22,11,0,0,0,0,0,31,125,1,11,11,84,0,2,1,25,35.9
Seth Devalve,TE,23,12,0,0,0,0,0,0,0,0,12,10,127,2,0,2,25,34.7
Josh Huff,WR,25,10,0,1,0,0,0,4,15,0,23,16,113,1,0,2,25,40.8
Jeff Janis,WR,25,16,0,0,0,0,0,2,38,1,19,11,93,1,0,2,25,36.1
Charone Peake,WR,24,15,0,0,0,0,0,0,0,0,35,19,186,0,0,1,25,43.6
Mychal Rivera,TE,26,13,0,0,0,0,0,0,0,0,25,18,192,1,0,1,25,43.2
Mike Tolbert*,RB,31,16,0,0,0,0,0,35,114,0,15,10,72,1,0,1,25,34.6
Luke Willson,TE,26,11,0,0,0,0,0,0,0,0,21,15,129,2,0,2,25,39.9
Orleans Darkwa,RB,24,10,0,0,0,0,0,30,111,2,4,2,12,0,0,2,24,26.3
Kenneth Farrow,RB,23,13,0,0,0,0,0,60,192,0,16,13,70,0,2,0,24,37.2
Xavier Grimble,TE,24,13,0,0,0,0,0,0,0,0,21,11,118,2,0,2,24,34.8
Jalin Marshall,WR,21,10,0,0,0,0,0,0,0,0,23,14,162,2,4,2,24,38.2
Charles Johnson,WR,27,16,0,0,0,0,0,0,0,0,37,20,232,0,0,0,23,43.2
Marcedes Lewis,TE,32,10,0,0,0,0,0,0,0,0,30,20,169,1,0,1,23,42.9
Jordan Norwood,WR,30,14,0,0,0,0,0,1,0,0,35,21,232,1,5,1,23,44.2
Ameer Abdullah,RB,23,2,0,0,0,0,0,18,101,0,5,5,57,1,0,1,22,26.8
Ronnie Hillman,RB,25,8,0,0,0,0,0,41,131,0,15,7,93,0,0,0,22,29.4
Ben Koyack,TE,23,14,0,0,0,0,0,0,0,0,24,19,161,1,0,1,22,41.1
Roger Lewis,WR,23,13,0,0,0,0,0,0,0,0,19,7,97,2,0,2,22,28.7
Marquess Wilson,WR,24,3,0,0,0,0,0,0,0,0,16,9,160,1,0,1,22,31.0
Harry Douglas,WR,32,11,0,0,0,0,0,0,0,0,22,15,210,0,0,0,21,36.0
Lance Dunbar,RB,26,13,0,0,0,0,0,9,31,1,24,16,122,0,1,1,21,37.3
Darren Fells,TE,30,14,0,0,0,0,0,0,0,0,18,14,154,1,0,1,21,35.4
Josh Hill,TE,26,9,0,0,0,0,0,0,0,0,22,15,149,1,0,1,21,35.9
Andre Johnson,WR,35,8,0,0,0,0,0,0,0,0,22,9,85,2,0,2,21,29.5
Ricardo Louis,WR,22,16,0,0,0,0,0,0,0,0,35,18,205,0,1,0,21,38.5
Austin Seferian-Jenkins,TE,24,9,0,0,0,0,0,0,0,0,20,13,154,1,0,1,21,34.4
Darren Waller,TE,24,12,0,0,0,0,0,0,0,0,17,10,85,2,0,2,21,30.5
Danny Woodhead,WR,31,2,0,0,0,0,0,19,116,0,8,6,35,1,0,1,21,27.1
Cody Core,WR,22,8,0,0,0,0,0,0,0,0,27,17,200,0,0,0,20,37.0
Anthony Fasano,TE,32,16,0,0,0,0,0,0,0,0,13,8,83,2,0,2,20,28.3
Jonathan Grimes,RB,27,10,0,0,0,0,0,23,105,0,18,13,94,0,0,0,20,32.9
Freddie Martino,WR,25,13,0,0,0,0,0,0,0,0,11,8,142,1,0,1,20,28.2
Bobby Rainey,RB,29,15,0,0,0,0,0,17,63,0,25,20,153,0,1,0,20,39.6
Kevin White,WR,24,4,0,0,0,0,0,1,9,0,36,19,187,0,0,0,20,38.6
Benny Cunningham,RB,26,11,0,0,0,0,0,21,101,0,21,16,91,0,1,0,19,35.2
Ed Dickson,TE,29,16,0,0,0,0,0,0,0,0,19,10,134,1,0,1,19,29.4
Jerell Adams,TE,24,13,0,0,0,0,0,0,0,0,21,16,122,1,1,1,18,34.2
Arrelious Benn,WR,28,15,0,0,0,0,0,0,0,0,10,5,116,1,0,1,18,22.6
Daniel Brown,TE,24,8,0,0,0,0,0,0,0,0,20,16,124,1,0,1,18,34.4
Ka'Deem Carey,RB,24,12,0,0,0,0,0,32,126,0,7,5,55,0,0,0,18,23.1
Andre Ellington,RB,27,16,0,0,0,0,0,34,96,0,19,12,85,0,0,0,18,30.1
Tom Savage,QB,26,3,46,73,461,0,0,6,12,0,0,0,0,0,1,0,18,17.6
Derek Anderson,QB,33,5,36,53,453,2,5,1,4,0,0,0,0,0,1,0,17,16.5
Reggie Bush,RB,31,13,0,0,0,0,0,12,-3,1,10,7,90,0,1,1,17,23.7
MarQueis Gray,TE,27,16,0,0,0,0,0,0,0,0,17,14,174,0,0,0,17,31.4
Kevin Hogan,QB,24,4,14,26,104,0,2,8,105,1,0,0,0,0,0,1,17,16.7
Vincent Jackson,WR,33,5,0,0,0,0,0,0,0,0,32,15,173,0,0,0,17,32.3
Denard Robinson,RB,26,13,0,0,0,0,0,41,144,0,5,3,22,0,0,0,17,19.6
Brandon Tate,WR,29,15,0,0,0,0,0,3,48,0,12,8,117,0,0,0,17,24.5
Matt Cassel,QB,34,4,30,51,284,2,2,4,3,0,0,0,0,0,1,0,16,15.7
Brent Celek,TE,31,16,0,0,0,0,0,0,0,0,19,14,155,0,1,0,16,29.5
Josh Ferguson,RB,23,16,0,0,0,0,0,15,20,0,26,20,136,0,1,0,16,35.6
Chris Johnson,RB,31,4,0,0,0,0,0,25,95,1,1,0,0,0,0,1,16,15.5
Braxton Miller,WR,24,10,0,0,0,0,0,3,0,0,28,15,99,1,0,1,16,30.9
Terron Ward,RB,24,5,0,0,0,0,0,31,151,0,2,1,11,0,0,0,16,17.2
Stephen Anderson,TE,23,13,0,0,0,0,0,0,0,0,16,11,93,1,0,1,15,26.3
Tyler Higbee,TE,23,16,0,0,0,0,0,0,0,0,29,11,85,1,0,1,15,25.5
Greg Salas,WR,28,2,0,0,0,0,0,0,0,0,6,4,89,1,0,1,15,18.9
Cecil Shorts,WR,29,9,0,0,0,0,0,0,0,0,27,11,152,0,0,0,15,26.2
Mack Brown,RB,25,9,0,0,0,0,0,8,82,1,1,1,-2,0,0,1,14,15.0
A.J. Derby,TE,25,10,0,0,0,0,0,0,0,0,20,16,160,0,1,0,14,30.0
Jeff Heuerman,TE,24,12,0,0,0,0,0,0,0,0,17,9,141,0,0,0,14,23.1
Akeem Hunt,RB,23,8,0,0,0,0,0,20,109,0,4,3,29,0,2,0,14,16.8
Andy Janovich,RB,23,11,0,0,0,0,0,4,33,1,7,5,44,0,0,1,14,18.7
Brandon Myers,TE,31,16,0,0,0,0,0,0,0,0,14,7,59,1,0,1,14,20.9
Walt Powell,WR,25,9,0,0,0,0,0,0,0,0,25,14,142,0,0,0,14,28.2
Larry Donnell,TE,28,14,0,0,0,0,0,0,0,0,22,15,92,1,1,1,13,28.2
Arian Foster,RB,30,4,0,0,0,0,0,22,55,0,10,6,78,0,1,0,13,19.3
Crockett Gillmore,TE,25,7,0,0,0,0,0,0,0,0,14,8,71,1,0,1,13,21.1
Chris Harper,WR,23,9,0,0,0,0,0,0,0,0,21,13,133,0,0,0,13,26.3
Chris Moore,WR,23,15,0,0,0,0,0,3,19,0,16,7,46,0,1,1,13,19.5
Nick O'Leary,RB,24,16,0,0,0,0,0,0,0,0,14,9,114,0,0,0,13,22.4
John Phillips,TE,29,16,0,0,0,0,0,0,0,0,15,10,72,1,0,1,13,23.2
C.J. Spiller,RB,29,6,0,0,0,0,0,6,18,0,13,6,50,1,1,1,13,18.8
Jaelen Strong,WR,22,8,0,0,0,0,0,0,0,0,24,14,131,0,0,0,13,27.1
Paul Turner,WR,23,4,0,0,0,0,0,0,0,0,14,9,126,0,0,0,13,21.6
Markus Wheaton,WR,25,3,0,0,0,0,0,0,0,0,9,4,51,1,0,1,13,17.1
Jarius Wright,WR,27,8,0,0,0,0,0,0,0,0,14,11,67,1,0,1,13,23.7
Jordan Cameron,TE,28,3,0,0,0,0,0,0,0,0,11,8,60,1,0,1,12,20.0
Mike Davis,RB,23,8,0,0,0,0,0,19,50,1,5,3,25,0,1,1,12,14.5
Rhett Ellison,RB,28,15,0,0,0,0,0,1,1,1,14,9,57,0,0,1,12,20.8
Brittan Golden,WR,28,12,0,0,0,0,0,0,0,0,14,8,82,1,1,1,12,20.2
Dominique Jones,TE,29,9,0,0,0,0,0,0,0,0,10,7,61,1,0,1,12,19.1
Jordan Todman,RB,26,16,0,0,0,0,0,9,59,0,1,0,0,0,0,1,12,11.9
Jamaal Charles,RB,30,3,0,0,0,0,0,12,40,1,3,2,14,0,0,1,11,13.4
Patrick DiMarco,RB,27,16,0,0,0,0,0,0,0,0,10,7,52,1,0,1,11,18.2
Neal Sterling,WR,24,10,0,0,0,0,0,0,0,0,16,12,110,0,0,0,11,23.0
Lucky Whitehead,WR,24,15,0,0,0,0,0,10,82,0,3,3,48,0,3,0,11,14.0
Jonathan Williams,RB,22,11,0,1,0,0,0,27,94,1,2,1,0,0,2,1,11,12.4
Demarcus Ayers,WR,22,2,0,0,0,0,0,2,-12,0,13,6,53,1,0,1,10,16.1
Alan Cross,TE,23,14,0,0,0,0,0,0,0,0,10,6,38,1,0,1,10,15.8
Shaun Hill,QB,36,3,19,35,242,0,0,5,5,0,0,0,0,0,0,0,10,10.2
David Johnson,TE,29,16,0,0,0,0,0,0,0,0,11,7,80,0,0,0,10,17.0
Darren McFadden,RB,29,3,0,0,0,0,0,24,87,0,5,3,17,0,0,0,10,13.4
Joshua Perkins,TE,23,8,0,0,0,0,0,0,0,0,5,3,42,1,0,1,10,13.2
Antone Smith,RB,31,3,0,0,0,0,0,10,47,0,9,6,77,0,2,0,10,16.4
James Wright,WR,25,13,0,0,0,0,0,2,-6,0,19,13,106,0,0,0,10,23.0
George Atkinson,RB,24,16,0,0,0,0,0,7,34,1,0,0,0,0,1,1,9,9.4
Blake Bell,TE,25,13,0,0,0,0,0,0,0,0,9,4,85,0,0,0,9,12.5
Leonte Carroo,WR,22,14,0,0,0,0,0,0,0,0,6,3,29,1,0,1,9,11.9
Pharoh Cooper,WR,21,10,0,1,0,0,1,0,0,0,20,14,106,0,0,0,9,22.6
Gavin Escobar,TE,25,16,0,0,0,0,0,0,0,0,7,4,30,1,0,1,9,13.0
Mike Glennon,QB,27,2,10,11,75,1,0,0,0,0,0,0,0,0,0,0,9,9.0
T.J. Jones,WR,24,3,0,0,0,0,0,0,0,0,14,5,93,0,0,0,9,14.3
Tyler Kroft,TE,24,14,0,0,0,0,0,0,0,0,12,10,92,0,0,0,9,19.2
Tommylee Lewis,WR,24,12,0,0,0,0,0,3,11,0,11,7,76,0,2,0,9,15.7
Marcel Reece,RB,31,4,0,0,0,0,0,2,0,0,5,5,73,0,0,0,9,14.3
Drew Stanton,QB,32,5,19,48,192,2,3,3,-3,0,0,0,0,0,0,0,9,9.4
Juwan Thompson,RB,24,8,0,0,0,0,0,8,26,1,1,0,0,0,0,1,9,8.6
Fitzgerald Toussaint,RB,26,16,0,0,0,0,0,14,58,0,3,3,33,0,0,0,9,12.1
Bryce Treggs,WR,22,9,0,0,0,0,0,2,7,0,12,3,80,0,0,0,9,11.7
Terrell Watson,RB,23,1,0,0,0,0,0,9,28,1,1,1,5,0,0,1,9,10.3
Derek Watt,RB,24,16,0,0,0,0,0,2,4,0,4,4,83,0,0,0,9,12.7
Charlie Whitehurst,QB,34,1,14,24,182,1,1,2,1,0,0,0,0,0,0,0,9,9.4
Andre Williams,RB,24,1,0,0,0,0,0,18,87,0,2,0,0,0,0,0,9,8.7
Trevone Boykin,QB,23,5,13,18,145,1,1,8,1,0,0,0,0,0,1,0,8,7.9
Ryan Grant,WR,26,16,0,0,0,0,0,0,0,0,19,9,76,0,0,0,8,16.6
Connor Hamlett,TE,24,3,0,0,0,0,0,0,0,0,1,1,17,1,0,1,8,8.7
Rashard Higgins,WR,22,16,0,0,0,0,0,0,0,0,12,6,77,0,0,0,8,13.7
Cody Latimer,WR,24,12,0,0,0,0,0,0,0,0,15,8,76,0,0,0,8,15.6
Matt Lengel,TE,26,6,0,0,0,0,0,0,0,0,3,2,22,1,0,1,8,10.2
Geno Smith,QB,26,2,8,14,126,1,1,2,9,0,0,0,0,0,1,0,8,7.9
Wendall Williams,WR,26,3,0,0,0,0,0,0,0,0,7,4,75,0,0,0,8,11.5
Malcolm Brown,RB,23,16,0,0,0,0,0,18,39,0,3,3,46,0,1,0,7,9.5
Aaron Burbridge,WR,23,16,0,0,0,0,0,0,0,0,16,7,88,0,1,0,7,13.8
Michael Campanaro,WR,25,3,0,0,0,0,0,3,72,0,1,0,0,0,0,0,7,7.2
Josh Doctson,WR,24,2,0,0,0,0,0,0,0,0,6,2,66,0,0,0,7,8.6
Alex Erickson,WR,24,16,0,0,0,0,0,0,0,0,8,6,71,0,3,0,7,13.1
Jerome Felton,RB,30,15,0,0,0,0,0,8,13,0,9,6,57,0,0,0,7,13.0
Maurice Harris,WR,24,10,0,0,0,0,0,0,0,0,12,8,66,0,1,0,7,14.6
EJ Manuel,QB,26,6,11,26,131,0,0,8,22,0,0,0,0,0,2,0,7,7.4
Byron Marshall,RB,22,3,0,0,0,0,0,19,64,0,5,3,10,0,0,0,7,10.4
Keith Mumphery,WR,24,11,0,0,0,0,0,0,0,0,12,10,69,0,0,0,7,16.9
Geoff Swaim,TE,23,9,0,0,0,0,0,0,0,0,8,6,69,0,0,0,7,12.9
Keenan Allen,WR,24,1,0,0,0,0,0,0,0,0,7,6,63,0,0,0,6,12.3
Jace Amaro,TE,24,3,0,0,0,0,0,0,0,0,4,3,59,0,0,0,6,8.9
Brandon Bostick,TE,27,16,0,0,0,0,0,0,0,0,11,8,63,0,0,0,6,14.3
Connor Cook,QB,23,1,14,21,150,1,1,0,0,0,0,0,0,0,2,0,6,6.0
Trevor Davis,WR,23,11,0,0,0,0,0,0,0,0,7,3,24,1,2,1,6,9.4
Johnny Holton,WR,26,15,0,0,0,0,0,6,43,0,3,2,34,0,1,0,6,7.7
Adrian Peterson,RB,31,3,0,0,0,0,0,37,72,0,6,3,8,0,1,0,6,9.0
Phillip Supernaw,TE,26,15,0,0,0,0,0,0,0,0,5,4,62,0,0,0,6,10.2
De'Anthony Thomas,WR,23,12,0,0,0,0,0,4,29,0,9,7,35,0,0,0,6,13.4
D.J. Tialavea,TE,25,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,6,7.1
Nick Williams,WR,26,2,0,0,0,0,0,0,0,0,7,5,59,0,0,0,6,10.9
Javorius Allen,RB,25,8,0,0,0,0,0,9,34,0,4,3,15,0,0,0,5,7.9
Knile Davis,RB,25,11,0,0,0,0,0,18,28,0,7,5,25,0,0,0,5,10.3
Dwayne Harris,WR,29,16,0,0,0,0,0,0,0,0,1,1,13,1,3,1,5,6.3
Tavarres King,WR,26,7,0,0,0,0,0,0,0,0,4,2,50,0,0,0,5,7.0
Ifeanyi Momah,WR,27,5,0,0,0,0,0,0,0,0,4,2,50,0,0,0,5,7.0
Troymaine Pope,RB,23,4,0,0,0,0,0,12,44,0,2,1,5,0,0,0,5,5.9
Tony Romo,QB,36,1,3,4,29,1,0,0,0,0,0,0,0,0,0,0,5,5.2
Brandon Wilds,RB,23,4,0,0,0,0,0,10,27,0,2,2,20,0,0,0,5,6.7
Nick Boyle,TE,23,6,0,0,0,0,0,0,0,0,6,6,44,0,0,0,4,10.4
Ben Braunecker,TE,22,13,0,0,0,0,0,0,0,0,6,4,41,0,0,0,4,8.1
Quan Bray,WR,23,6,0,0,0,0,0,1,7,0,4,3,36,0,0,0,4,7.3
Jakeem Grant,WR,24,16,0,0,0,0,0,1,1,0,1,0,0,0,4,1,4,4.1
Mike James,RB,25,4,0,0,0,0,0,4,19,0,4,4,22,0,0,0,4,8.1
Taiwan Jones,RB,28,13,0,0,0,0,0,1,-8,0,4,4,43,0,0,0,4,7.5
Daniel Lasco,RB,24,7,0,0,0,0,0,11,32,0,4,2,11,0,0,0,4,6.3
Bradley Marquez,WR,24,14,0,0,0,0,0,1,2,0,7,3,37,0,0,0,4,6.9
Dexter McCluster,WR,27,6,0,0,0,0,0,3,2,0,11,7,36,0,0,0,4,10.8
Justin Perillo,TE,25,9,0,0,0,0,0,0,0,0,5,4,35,0,0,0,4,7.5
Brandon Williams,TE,29,16,0,0,0,0,0,0,0,0,3,2,36,0,0,0,4,5.6
D.J. Foster,RB,23,3,0,0,0,0,0,7,24,0,2,1,2,0,0,0,3,3.6
Don Jackson,RB,23,3,0,0,0,0,0,10,32,0,1,0,0,0,0,0,3,3.2
Malcolm Johnson,RB,24,7,0,0,0,0,0,1,2,0,7,5,44,0,1,0,3,7.6
Sean McGrath,TE,29,16,0,0,0,0,0,0,0,0,2,2,25,0,0,0,3,4.5
Niles Paul,WR,27,8,0,0,0,0,0,0,0,0,2,2,27,0,0,0,3,4.7
Isaiah Pead,RB,27,3,0,0,0,0,0,8,22,0,1,1,6,0,0,0,3,3.8
Lee Smith,TE,29,4,0,0,0,0,0,0,0,0,6,6,29,0,0,0,3,8.9
Nick Vannett,TE,23,9,0,0,0,0,0,0,0,0,4,3,32,0,0,0,3,6.2
Danny Vitale,RB,23,9,0,0,0,0,0,0,0,0,5,4,27,0,0,0,3,6.7
Antonio Andrews,RB,24,16,0,0,0,0,0,2,15,0,0,0,0,0,0,0,2,1.5
Brenton Bersin,WR,26,10,0,0,0,0,0,0,0,0,6,2,17,0,0,0,2,3.7
Brandon Bolden,RB,26,14,0,0,0,0,0,1,4,0,4,2,15,0,0,0,2,3.9
Damiere Byrd,WR,23,1,0,0,0,0,0,0,0,0,1,1,16,0,0,0,2,2.6
James Develin,TE,28,16,0,0,0,0,0,0,0,0,6,3,18,0,0,0,2,4.8
Jalston Fowler,RB,26,16,0,0,0,0,0,1,3,0,2,1,14,0,0,0,2,2.7
Clay Harbor,TE,29,15,0,0,0,0,0,0,0,0,3,3,19,0,0,0,2,4.9
Percy Harvin,WR,28,2,0,0,0,0,0,1,11,0,4,2,6,0,0,0,2,3.7
Cardale Jones,QB,24,1,6,11,96,0,1,1,-1,0,0,0,0,0,0,0,2,1.7
Zach Line,RB,26,15,0,0,0,0,0,7,15,0,3,0,0,0,0,0,2,1.5
Marc Mariani,WR,29,16,0,0,0,0,0,1,15,0,0,0,0,0,1,0,2,1.5
Matt McGloin,QB,27,3,8,15,50,0,0,3,-3,0,0,0,0,0,0,0,2,1.7
J.D. McKissic,WR,23,1,0,0,0,0,0,1,2,0,2,2,16,0,0,0,2,3.8
Logan Paulsen,TE,29,16,0,0,0,0,0,0,0,0,10,3,15,0,0,0,2,4.5
Cedric Peerman,RB,30,6,0,0,0,0,0,6,15,0,1,0,0,0,0,0,2,1.5
Jay Prosch,RB,24,15,0,0,0,0,0,4,9,0,1,1,6,0,0,0,2,2.5
DeAndre Smelter,WR,25,2,0,0,0,0,0,0,0,0,1,1,23,0,0,0,2,3.3
Devin Smith,WR,24,4,0,0,0,0,0,0,0,0,3,1,20,0,0,0,2,3.0
Luke Stocker,TE,28,12,0,0,0,0,0,0,0,0,8,5,23,0,0,0,2,7.3
Devin Street,WR,25,5,0,0,0,0,0,0,0,0,6,1,20,0,0,0,2,3.0
Mike Thomas,WR,22,15,0,0,0,0,0,0,0,0,9,3,37,0,1,0,2,4.7
Ross Travis,TE,23,6,0,0,0,0,0,0,0,0,6,3,15,0,0,0,2,4.5
Laquon Treadwell,WR,21,9,0,0,0,0,0,0,0,0,3,1,15,0,0,0,2,2.5
Griff Whalen,WR,26,8,0,0,0,0,0,0,0,0,4,2,22,0,0,0,2,4.2
Cole Wick,TE,23,6,0,0,0,0,0,0,0,0,3,2,18,0,0,0,2,3.8
Shane Wynn,WR,24,5,0,0,0,0,0,2,5,0,3,1,19,0,0,0,2,3.4
Jared Abbrederis,WR,26,5,0,0,0,0,0,0,0,0,2,1,8,0,0,0,1,1.8
Joe Banyard,RB,28,1,0,0,0,0,0,2,7,0,0,0,0,0,0,0,1,0.7
Jeremy Butler,WR,25,4,0,0,0,0,0,0,0,0,2,2,11,0,0,0,1,3.1
Derek Carrier,TE,26,8,0,0,0,0,0,0,0,0,2,2,10,0,0,0,1,3.0
Gerald Christian,TE,25,3,0,0,0,0,0,0,0,0,2,1,14,0,0,0,1,2.4
Chase Daniel,QB,30,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0.6
Alex Ellis,TE,23,6,0,0,0,0,0,0,0,0,4,3,11,0,0,0,1,4.1
David Fales,QB,26,1,2,5,22,0,0,1,0,0,0,0,0,0,1,0,1,0.9
George Farmer,RB,23,2,0,0,0,0,0,1,1,0,3,1,4,0,0,0,1,1.5
Rashad Greene,WR,24,8,0,0,0,0,0,0,0,0,8,5,32,0,4,0,1,6.2
Je'Ron Hamm,TE,24,5,0,0,0,0,0,0,0,0,4,2,13,0,0,0,1,3.3
Ryan Hewitt,TE,25,16,0,0,0,0,0,0,0,0,3,2,13,0,0,0,1,3.3
Bronson Hill,RB,23,3,0,0,0,0,0,2,11,0,1,0,0,0,0,0,1,1.1
Henry Krieger-Coble,TE,24,2,0,0,0,0,0,0,0,0,1,1,13,0,0,0,1,2.3
Paul Lasike,RB,26,10,0,0,0,0,0,3,8,0,1,1,3,0,0,0,1,2.1
Terrence Magee,RB,23,2,0,0,0,0,0,3,12,0,0,0,0,0,0,0,1,1.2
Chris Manhertz,TE,24,7,0,0,0,0,0,0,0,0,1,1,10,0,0,0,1,2.0
Paul McRoberts,WR,24,2,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1,1.6
Raheem Mostert,RB,24,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0.6
Matthew Mulligan,TE,31,8,0,0,0,0,0,0,0,0,1,1,8,0,0,0,1,1.8
Roosevelt Nix,RB,24,10,0,0,0,0,0,0,0,0,2,2,5,0,0,0,1,2.5
MyCole Pruitt,TE,24,4,0,0,0,0,0,0,0,0,2,2,13,0,0,0,1,3.3
Daryl Richardson,RB,26,3,0,0,0,0,0,2,7,0,0,0,0,0,0,0,1,0.7
Stevan Ridley,RB,27,1,0,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0.7
Rashad Ross,WR,26,5,0,0,0,0,0,0,0,0,1,1,8,0,0,0,1,1.8
Anthony Sherman,RB,28,16,0,0,0,0,0,0,0,0,6,4,11,0,0,0,1,5.1
Lorenzo Taliaferro,RB,25,3,0,0,0,0,0,1,0,0,3,3,10,0,0,0,1,4.0
Stepfan Taylor,RB,25,15,0,0,0,0,0,4,12,0,0,0,0,0,0,0,1,1.2
Tony Washington,WR,24,2,0,0,0,0,0,0,0,0,1,1,9,0,0,0,1,1.9
Mario Alford,,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Joique Bell,RB,30,7,0,0,0,0,0,3,6,0,1,1,-2,0,0,0,,1.4
Braedon Bowman,,22,3,0,0,0,0,0,0,0,0,1,0,0,0,,0,,
Daniel Braverman,,23,3,0,0,0,0,0,0,0,0,2,0,0,0,,0,,
Brandon Burks,RB,23,1,0,0,0,0,0,2,-4,0,0,0,0,0,0,0,,-0.4
Isaiah Burse,,25,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,
Michael Burton,,24,15,0,0,0,0,0,0,0,0,1,0,0,0,,0,,
Orson Charles,,25,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Kellen Clemens,QB,33,12,0,1,0,0,0,2,-1,0,0,0,0,0,0,0,,-0.1
Asante Cleveland,,24,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Chase Coffman,,30,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Geremy Davis,,24,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,
Kellen Davis,,31,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Jim Dray,,30,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Thomas Duarte,,21,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Donteea Dye,,23,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Isaac Fruechte,,25,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,,
Manasseh Garner,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Aaron Green,,24,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Glenn Gronkowski,,23,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Russell Hansbrough,,23,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Cory Harkey,,26,12,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Clark Harris,,32,13,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Temarrick Hemingway,,23,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Chad Henne,QB,31,1,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,,-0.2
Julian Howsare,,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Joe Kerridge,RB,24,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
Jake Lampman,,23,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Khari Lee,,24,8,0,0,0,0,0,0,0,0,1,0,0,0,,0,,
Dezmin Lewis,,24,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,,
Tony Lippett,,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vince Mayle,,25,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Tre McBride,,24,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
A.J. McCarron,,26,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
David Morgan,TE,23,12,0,0,0,0,0,0,0,0,1,1,4,0,0,0,,1.4
Marcus Murphy,RB,25,3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,,1.3
Troy Niklas,TE,24,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,1.0
James O'Shaughnessy,TE,24,16,0,0,0,0,0,0,0,0,3,2,-1,0,0,0,,1.9
