Player,Position19,Age19,Games19,Pass Cmp19,Pass Att19,Pass Yds19,Pass TD19,Pass Int19,Rush Att19,Rush Yds19,Rush TD19,Rec Tgt19,Rec19,Rec Yds19,Rec TD19,Fmb19,Tot TD19,FantPt19,PPR19
Pharoh Cooper,WR,24,13,0,0,0,0,0,1,2,0,33,25,243,1,0,1,31,55.5
Keke Coutee,WR,22,9,0,0,0,0,0,2,14,1,36,22,254,0,1,1,31,52.8
Kyle Juszczyk,RB,28,12,0,0,0,0,0,3,7,0,24,20,239,1,0,1,31,50.6
Malik Turner,WR,23,15,0,0,0,0,0,0,0,0,22,15,245,1,0,1,31,45.5
Charles Clay,TE,30,15,0,0,0,0,0,0,0,0,24,18,237,1,0,1,30,47.7
Qadree Ollison,RB,23,8,0,0,0,0,0,22,50,4,2,1,7,0,1,4,30,30.7
Chester Rogers,WR,25,12,0,0,0,0,0,1,18,0,28,16,179,2,2,2,30,45.7
Jeremy Sprinkle,TE,25,16,0,0,0,0,0,0,0,0,40,26,241,1,1,1,30,56.1
Jarius Wright,WR,30,16,0,0,0,0,0,1,-7,0,58,28,296,0,0,0,29,56.9
DeSean Jackson,WR,33,3,0,0,0,0,0,0,0,0,10,9,159,2,0,2,28,36.9
Jake Kumerow,WR,27,14,0,0,0,0,0,0,0,0,21,12,219,1,0,1,28,39.9
Scott Miller,WR,22,10,0,0,0,0,0,2,16,0,26,13,200,1,0,1,28,40.6
Justin Watson,WR,23,16,0,0,0,0,0,0,0,0,26,15,159,2,0,2,28,42.9
Jakeem Grant,WR,27,10,0,0,0,0,0,4,5,1,33,19,164,0,2,2,27,45.9
N'Keal Harry,WR,22,7,0,0,0,0,0,5,49,0,24,12,105,2,0,2,27,39.4
James O'Shaughnessy,TE,27,5,0,0,0,0,0,0,0,0,20,14,153,2,0,2,27,41.3
Mark Walton,RB,22,7,0,0,0,0,0,53,201,0,21,15,89,0,1,0,27,42.0
Chase Daniel,QB,33,3,45,64,435,3,2,6,6,0,0,0,0,0,0,0,26,26.0
Anthony Firkser,TE,24,15,0,0,0,0,0,0,0,0,24,14,204,1,0,1,26,40.4
Isaiah Ford,WR,23,8,0,0,0,0,0,1,11,0,35,23,244,0,0,0,26,48.5
Marquise Goodwin,WR,29,9,0,0,0,0,0,1,15,0,21,12,186,1,0,1,26,38.1
Dontrell Hilliard,RB,24,14,0,0,0,0,0,13,49,2,15,12,92,0,2,2,26,38.1
Andy Isabella,WR,23,15,0,0,0,0,0,4,15,0,13,9,189,1,0,1,26,35.4
Bilal Powell,RB,31,13,0,1,0,0,0,59,229,0,12,7,33,0,0,0,26,33.2
Trey Quinn,WR,24,12,0,0,0,0,0,0,0,0,47,26,198,1,1,1,26,51.8
Damion Ratley,WR,24,13,0,0,0,0,0,0,0,0,24,12,200,1,0,1,26,38.0
Maxx Williams,TE,25,16,0,0,0,0,0,0,0,0,19,15,202,1,0,1,26,41.2
Dan Arnold,TE,24,5,0,0,0,0,0,0,0,0,14,8,127,2,0,2,25,32.7
Ryan Finley,QB,25,3,41,87,474,2,2,10,77,0,0,0,0,0,4,0,25,24.7
KeeSean Johnson,WR,23,10,0,0,0,0,0,1,3,0,42,21,187,1,1,1,25,46.0
Cordarrelle Patterson,WR,28,16,0,0,0,0,0,17,103,0,17,11,83,0,0,1,25,35.6
Ito Smith,RB,24,7,0,0,0,0,0,22,106,1,14,11,87,0,0,1,25,36.3
Javon Wims,WR,25,16,0,0,0,0,0,0,0,0,39,18,186,1,0,1,25,42.6
Ameer Abdullah,RB,26,16,0,0,0,0,0,23,115,0,21,15,88,1,1,1,24,39.3
Myles Gaskin,RB,22,7,0,0,0,0,0,36,133,1,12,7,51,0,0,1,24,31.4
Dante Pettis,WR,24,11,1,1,16,0,0,0,0,0,24,11,109,2,0,2,24,34.5
Laquon Treadwell,WR,24,13,0,0,0,0,0,0,0,0,16,9,184,1,0,1,24,33.4
Olamide Zaccheaus,WR,22,10,0,0,0,0,0,0,0,0,5,3,115,1,0,2,24,26.5
JJ Arcega-Whiteside,WR,23,16,0,0,0,0,0,0,0,0,22,10,169,1,0,1,23,32.9
Reggie Bonnafon,RB,23,16,0,0,0,0,0,16,116,1,9,6,57,0,0,1,23,29.3
Rhett Ellison,TE,31,10,0,0,0,0,0,0,0,0,28,18,167,1,0,1,23,40.7
Bennie Fowler,WR,28,8,0,0,0,0,0,1,20,0,36,23,193,0,0,0,23,46.3
Byron Pringle,WR,26,16,0,0,0,0,0,0,0,0,16,12,170,1,0,1,23,35.0
Darwin Thompson,RB,22,12,0,0,0,0,0,37,128,1,10,9,43,0,0,1,23,32.1
Logan Thomas,TE,28,16,0,0,0,0,0,0,0,0,28,16,173,1,0,1,23,39.3
Duke Williams,WR,27,4,0,0,0,0,0,0,0,0,19,12,166,1,0,1,23,34.6
Justin Jackson,RB,23,7,0,0,0,0,0,29,200,0,11,9,22,0,0,0,22,31.2
Zay Jones,WR,24,15,0,0,0,0,0,1,3,0,45,27,216,0,0,0,22,48.9
Marcedes Lewis,TE,35,16,0,0,0,0,0,0,0,0,19,15,156,1,0,1,22,36.6
Tim Patrick,WR,26,8,0,0,0,0,0,0,0,0,31,16,218,0,0,0,22,37.8
Ross Dwelley,TE,24,16,0,0,0,0,0,0,0,0,22,15,91,2,0,2,21,36.1
Jaeden Graham,TE,24,16,0,0,0,0,0,0,0,0,10,9,149,1,0,1,21,29.9
C.J. Ham,RB,26,16,0,0,0,0,0,7,17,0,26,17,149,1,1,1,21,37.6
Brian Hoyer,QB,34,4,35,65,372,4,4,8,2,0,0,0,0,0,2,0,21,21.1
Kalif Raymond,WR,25,8,0,0,0,0,0,1,-5,0,12,9,170,1,1,1,21,29.5
Parris Campbell,WR,22,7,0,0,0,0,0,4,34,0,24,18,127,1,3,1,20,38.1
Derek Carrier,TE,29,16,0,0,0,0,0,1,27,0,19,13,108,1,0,1,20,32.5
Trevor Davis,WR,26,14,0,0,0,0,0,4,73,1,11,8,111,0,3,1,20,28.4
Justin Hardy,WR,28,16,0,0,0,0,0,0,0,0,26,19,195,0,0,0,20,38.5
Richie James,WR,24,16,0,0,0,0,0,2,-1,0,10,6,165,1,1,1,20,26.4
Ian Thomas,TE,23,16,0,0,0,0,0,0,0,0,30,16,136,1,0,1,20,35.6
Matt LaCosse,TE,27,11,0,0,0,0,0,0,0,0,19,13,131,1,0,1,19,32.1
Ty Montgomery,RB,26,16,0,0,0,0,0,32,103,0,17,13,90,0,0,0,19,32.3
C.J. Prosise,RB,25,9,0,0,0,0,0,23,72,1,12,10,76,0,1,1,19,28.8
Vernon Davis,TE,35,4,0,0,0,0,0,0,0,0,19,10,123,1,0,1,18,28.3
Darrell Henderson,RB,22,13,0,0,0,0,0,39,147,0,6,4,37,0,0,0,18,22.4
Dontrelle Inman,WR,30,7,0,0,0,0,0,0,0,0,21,12,181,0,0,0,18,30.1
Josh Rosen,QB,22,6,58,109,567,1,5,3,13,0,0,0,0,0,1,0,18,18.0
Jeff Heuerman,TE,27,14,0,0,0,0,0,0,0,0,20,14,114,1,0,1,17,31.4
Travis Homer,RB,21,16,0,0,0,0,0,18,114,0,13,11,56,0,0,0,17,28.0
Ryan Izzo,TE,24,6,0,0,0,0,0,0,0,0,9,6,114,1,0,1,17,23.4
A.J. McCarron,QB,29,2,21,37,225,0,1,5,39,1,0,0,0,0,0,1,17,16.9
Cam Newton,QB,30,2,50,89,572,0,1,5,-2,0,0,0,0,0,2,0,17,16.7
Nick O'Leary,TE,27,12,0,0,0,0,0,0,0,0,18,13,109,1,1,1,17,29.9
Devin Smith,WR,27,4,0,0,0,0,0,0,0,0,9,5,113,1,0,1,17,22.3
Nick Vannett,TE,26,16,0,0,0,0,0,0,0,0,22,17,166,0,0,0,17,33.6
Ben Watson,TE,39,10,0,0,0,0,0,0,0,0,24,17,173,0,0,0,17,34.3
T.J. Yeldon,RB,26,6,0,0,0,0,0,17,63,0,15,13,124,0,1,0,17,29.7
Andrew Beck,TE,23,16,1,1,6,0,0,1,3,0,12,9,90,1,0,1,16,24.5
Robert Griffin III,QB,29,7,23,38,225,1,2,20,70,0,0,0,0,0,0,0,16,16.0
Hale Hentges,TE,23,11,0,0,0,0,0,0,0,0,14,8,103,1,0,1,16,24.3
Robert Tonyan,TE,25,11,0,0,0,0,0,0,0,0,15,10,100,1,0,1,16,26.0
Joshua Perkins,TE,26,5,0,0,0,0,0,0,0,0,13,9,87,1,0,1,15,23.7
MyCole Pruitt,TE,27,16,0,0,0,0,0,0,0,0,8,6,90,1,0,1,15,21.0
Wendell Smallwood,RB,25,15,0,0,0,0,0,22,81,0,13,9,64,0,0,0,15,23.5
DeAndre Carter,WR,26,16,0,0,0,0,0,0,0,0,14,11,162,0,2,0,14,25.2
Seth Devalve,TE,26,12,0,0,0,0,0,0,0,0,18,12,140,0,0,0,14,26.0
Trey Edmunds,RB,25,11,0,0,0,0,0,22,92,0,7,6,48,0,0,0,14,20.0
Virgil Green,TE,31,15,0,0,0,0,0,0,0,0,13,9,78,1,0,1,14,22.8
Wes Hills,RB,24,1,0,0,0,0,0,10,21,2,2,2,1,0,0,2,14,16.2
Jesse James,TE,25,16,0,0,0,0,0,0,0,0,27,16,142,0,0,0,14,30.2
Daniel Brown,WR,27,16,0,0,0,0,0,0,0,0,11,7,72,1,0,1,13,20.2
Keelan Doss,WR,23,8,0,0,0,0,0,0,0,0,14,11,133,0,0,0,13,24.3
Rico Gafford,WR,23,4,0,0,0,0,0,0,0,0,2,2,66,1,0,1,13,14.6
Mack Hollins,WR,26,16,0,0,0,0,0,0,0,0,23,10,125,0,0,0,13,22.5
Jesper Horsted,TE,22,6,0,0,0,0,0,0,0,0,10,8,87,1,1,1,13,20.7
Tyler Kroft,TE,27,11,0,0,0,0,0,0,0,0,14,6,71,1,0,1,13,19.1
Ben Roethlisberger,QB,37,2,35,62,351,0,1,1,7,0,0,0,0,0,1,0,13,12.7
Kerrith Whyte Jr,RB,23,6,0,0,0,0,0,24,122,0,1,1,9,0,0,0,13,14.1
Ben Braunecker,TE,25,11,0,0,0,0,0,0,0,0,11,6,59,1,0,1,12,17.9
Antonio Brown,WR,31,1,0,0,0,0,0,1,5,0,8,4,56,1,0,1,12,16.1
Deon Cain,WR,23,13,0,0,0,0,0,0,0,0,20,9,124,0,0,0,12,21.4
Rashard Higgins,WR,25,10,0,0,0,0,0,0,0,0,11,4,55,1,0,1,12,15.5
Alec Ingold,RB,23,16,0,0,0,0,0,10,17,0,6,6,44,1,0,1,12,18.1
Jamal Agnew,WR,24,13,0,0,0,0,0,1,9,0,2,1,-2,0,1,2,11,11.7
Javorius Allen,RB,28,10,0,0,0,0,0,10,36,1,2,1,9,0,0,1,11,11.5
Stephen Carlson,TE,23,9,0,0,0,0,0,0,0,0,7,5,51,1,0,1,11,16.1
Patrick Ricard*,RB,25,16,0,0,0,0,0,0,0,0,11,8,47,1,0,1,11,18.7
Darren Sproles,RB,36,6,0,0,0,0,0,17,66,0,10,6,24,0,1,0,11,17.0
Tommy Sweeney,TE,24,6,0,0,0,0,0,0,0,0,13,8,114,0,0,0,11,19.4
Brandon Zylstra,WR,26,8,0,0,0,0,0,0,0,0,12,8,106,0,1,0,11,18.6
Marcell Ateman,WR,25,11,0,0,0,0,0,0,0,0,10,5,116,0,1,0,10,14.6
Braxton Berrios,WR,24,16,0,0,0,0,0,0,0,0,13,6,115,0,1,0,10,15.5
Troy Fumagalli,TE,24,11,0,0,0,0,0,0,0,0,9,6,38,1,0,1,10,15.8
Deonte Harris,WR,22,14,0,0,0,0,0,4,31,0,6,6,24,0,3,1,10,15.5
Andy Janovich,RB,26,7,0,0,0,0,0,1,1,1,5,5,42,0,0,1,10,15.3
T.J. Jones,WR,27,3,0,0,0,0,0,0,0,0,4,3,38,1,3,1,10,12.8
JJ Nelson,WR,27,2,0,0,0,0,0,0,0,0,5,4,36,1,0,1,10,13.6
David Njoku,TE,23,4,0,0,0,0,0,0,0,0,10,5,41,1,0,1,10,15.1
Danny Vitale,RB,26,15,0,0,0,0,0,1,3,0,12,7,97,0,0,0,10,17.0
Derek Watt,RB,27,16,0,0,0,0,0,7,10,1,5,3,32,0,0,1,10,13.2
Mo Alie-Cox,TE,26,16,0,0,0,0,0,0,0,0,11,8,93,0,0,0,9,17.3
Kenjon Barner,RB,30,14,1,1,3,0,0,4,28,0,8,6,22,0,4,1,9,15.1
Christian Blake,WR,23,9,0,0,0,0,0,0,0,0,24,11,91,0,0,0,9,20.1
Antonio Callaway,WR,22,4,0,0,0,0,0,0,0,0,15,8,89,0,0,0,9,16.9
Luke Falk,QB,25,3,47,73,416,0,3,0,0,0,0,0,0,0,2,0,9,8.6
Robert Foster,WR,25,13,0,0,0,0,0,2,29,0,18,3,64,0,0,0,9,12.3
J.P. Holtz,TE,26,15,0,0,0,0,0,0,0,0,8,7,91,0,0,0,9,16.1
D'Ernest Johnson,RB,23,16,0,0,0,0,0,4,21,0,7,6,71,0,0,0,9,15.2
Marshawn Lynch,RB,33,1,0,0,0,0,0,12,34,1,0,0,0,0,0,1,9,9.4
Lee Smith,WR,32,16,0,0,0,0,0,0,0,0,5,4,31,1,0,1,9,13.1
Alex Armah,RB,25,16,0,0,0,0,0,6,11,1,2,2,6,0,0,1,8,9.7
Nick Bellore,RB,30,14,0,0,0,0,0,0,0,0,2,2,23,1,0,1,8,10.3
Ventell Bryant,WR,23,12,0,0,0,0,0,0,0,0,1,1,15,1,0,1,8,8.5
Trey Burton,TE,28,8,0,0,0,0,0,0,0,0,24,14,84,0,0,0,8,22.4
KhaDarel Hodge,WR,24,16,0,0,0,0,0,0,0,0,10,4,76,0,0,0,8,11.6
Trent Sherfield,WR,23,16,0,0,0,0,0,0,0,0,13,4,80,0,0,0,8,12.0
Damion Willis,WR,22,10,0,0,0,0,0,0,0,0,16,9,82,0,0,0,8,17.2
Luke Willson,TE,29,8,0,0,0,0,0,0,0,0,10,8,79,0,0,0,8,15.9
Chad Beebe,WR,25,3,0,0,0,0,0,0,0,0,2,2,70,0,3,0,7,9.0
Blake Bell,TE,28,15,0,0,0,0,0,0,0,0,15,8,67,0,0,0,7,14.7
Devontae Booker,RB,27,16,0,0,0,0,0,2,9,0,9,6,57,0,0,0,7,12.6
Tra Carson,RB,27,3,0,0,0,0,0,18,48,0,4,4,18,0,0,0,7,10.6
Cethan Carter,TE,24,15,0,0,0,0,0,0,0,0,3,2,13,1,0,1,7,9.3
Chris Hogan,WR,32,7,0,0,0,0,0,0,0,0,15,8,67,0,0,0,7,14.7
Troymaine Pope,RB,26,14,0,0,0,0,0,10,20,0,3,2,14,1,1,1,7,9.4
Riley Ridley,WR,23,5,0,0,0,0,0,0,0,0,7,6,69,0,0,0,7,12.9
Adam Shaheen,RB,25,8,0,0,0,0,0,0,0,0,13,9,74,0,1,0,7,16.4
Durham Smythe,TE,24,16,0,0,0,0,0,0,0,0,14,7,65,0,0,0,7,13.5
Geoff Swaim,TE,26,6,0,0,0,0,0,0,0,0,17,13,65,0,0,0,7,19.5
Spencer Ware,RB,28,3,0,0,0,0,0,17,51,0,7,5,22,0,1,0,7,12.3
Dwayne Washington,RB,25,16,0,0,0,0,0,8,60,0,1,1,6,0,0,0,7,7.6
Matt Barkley,QB,29,2,27,51,359,0,3,2,-4,0,0,0,0,0,3,0,6,6.0
Tyler Conklin,TE,24,15,0,0,0,0,0,0,0,0,10,8,58,0,0,0,6,13.8
Brett Hundley,QB,26,3,5,11,49,0,0,7,41,0,0,0,0,0,0,0,6,6.1
Tevin Jones,WR,27,5,0,0,0,0,0,0,0,0,10,4,61,0,0,0,6,10.1
Chris Lacy,WR,23,7,0,0,0,0,0,0,0,0,10,3,60,0,0,0,6,9.0
Zach Line,RB,29,12,0,0,0,0,0,7,20,0,10,6,36,0,0,0,6,11.6
Andre Patton,WR,25,13,0,0,0,0,0,0,0,0,17,6,56,0,0,0,6,11.6
Tyrod Taylor,QB,30,8,4,6,33,1,0,10,7,0,1,0,0,0,0,0,6,6.0
Clive Walford,TE,28,7,0,0,0,0,0,0,4,0,8,4,57,0,0,0,6,10.1
Khari Blasingame,RB,23,6,0,0,0,0,0,0,0,0,5,4,54,0,0,0,5,9.4
Deontay Burnett,WR,22,1,0,0,0,0,0,0,0,0,4,2,48,0,0,0,5,6.8
Mike Davis,RB,26,12,0,0,0,0,0,13,27,0,8,7,22,0,0,0,5,11.9
Patrick DiMarco,RB,30,16,0,0,0,0,0,3,7,0,7,5,41,0,0,0,5,9.8
Jon Hilliman,RB,24,3,0,0,0,0,0,30,91,0,4,3,1,0,2,0,5,8.2
Alexander Hollins,WR,23,5,0,0,0,0,0,0,0,0,4,2,46,0,0,0,5,6.6
Taiwan Jones,RB,31,11,0,0,0,0,0,9,40,0,1,1,9,0,0,0,5,5.9
Lance Kendricks,TE,31,12,0,0,0,0,0,0,0,0,7,3,50,0,0,0,5,8.0
Devine Ozigbo,RB,23,10,0,0,0,0,0,9,27,0,5,3,23,0,0,0,5,8.0
Elijhaa Penny,RB,26,16,0,0,0,0,0,15,39,0,4,2,9,0,0,0,5,6.8
Luke Stocker,TE,31,15,0,0,0,0,0,0,0,0,14,8,53,0,1,0,5,13.3
Trevon Wesco,TE,24,16,0,0,0,0,0,1,2,0,3,2,47,0,0,0,5,6.9
DeAndrew White,WR,28,10,0,0,0,0,0,0,0,0,9,4,51,0,0,0,5,9.1
Cedrick Wilson Jr.,WR,24,6,0,0,0,0,0,0,0,0,8,5,46,0,0,0,5,9.6
Deon Yelder,TE,24,9,0,0,0,0,0,0,0,0,4,3,50,0,0,0,5,8.0
C.J. Anderson,RB,28,2,0,0,0,0,0,16,43,0,0,0,0,0,0,0,4,4.3
Geremy Davis,WR,27,7,0,0,0,0,0,0,0,0,3,3,38,0,0,0,4,6.8
Mike Glennon,QB,30,2,6,10,56,1,0,2,0,0,0,0,0,0,3,0,4,4.2
Colt McCoy,QB,33,1,18,27,122,0,1,2,14,0,0,0,0,0,2,0,4,4.3
Steven Mitchell,WR,25,3,0,0,0,0,0,0,0,0,6,2,37,0,0,0,4,5.7
Jason Moore,WR,24,10,0,0,0,0,0,0,0,0,5,2,43,0,0,0,4,6.3
Paul Perkins,RB,25,4,0,0,0,0,0,12,29,0,1,1,9,0,0,0,4,4.8
Jay Ajayi,RB,26,3,0,0,0,0,0,10,30,0,1,0,0,0,0,0,3,3.0
Travis Benjamin,WR,30,5,0,0,0,0,0,0,0,0,16,6,30,0,0,0,3,9.0
C.J. Board,WR,26,4,0,0,0,0,0,0,0,0,4,2,31,0,0,0,3,5.1
Pharaoh Brown,TE,25,9,0,0,0,0,0,0,0,0,3,2,27,0,0,0,3,4.7
Cody Core,WR,25,16,0,0,0,0,0,0,0,0,5,3,28,0,0,0,3,5.8
Dalyn Dawkins,RB,25,2,0,0,0,0,0,11,26,0,1,0,0,0,0,0,3,2.6
Devin Funchess,WR,25,1,0,0,0,0,0,0,0,0,5,3,32,0,0,0,3,6.2
Johnny Holton,WR,29,16,0,0,0,0,0,1,9,0,15,3,21,0,0,0,3,6.0
Tanner Hudson,TE,25,9,0,0,0,0,0,0,0,0,5,2,26,0,0,0,3,4.6
Ishmael Hyman,WR,24,2,0,0,0,0,0,0,0,0,4,2,34,0,0,0,3,5.4
Jordan Matthews,WR,27,3,0,0,0,0,0,0,0,0,12,4,33,0,0,0,3,7.3
Codey McElroy,WR,27,1,0,0,0,0,0,0,0,0,1,1,30,0,0,0,3,4.0
Johnny Mundt,TE,25,13,0,0,0,0,0,0,0,0,7,4,26,0,0,0,3,6.6
Andre Roberts,WR,31,13,0,0,0,0,0,1,7,0,7,3,20,0,1,0,3,5.7
Drew Sample,TE,23,9,0,0,0,0,0,0,0,0,6,5,30,0,0,0,3,8.0
Da'Mari Scott,WR,24,5,0,0,0,0,0,1,5,0,3,2,22,0,0,0,3,4.7
Russell Shepard,WR,29,3,0,0,0,0,0,0,0,0,8,3,25,0,0,0,3,5.5
Anthony Sherman,RB,31,16,0,0,0,0,0,4,9,0,3,2,22,0,0,0,3,5.1
Cam Sims,WR,23,7,0,0,0,0,0,0,0,0,3,2,27,0,0,0,3,4.7
Ryan Switzer,WR,25,9,0,0,0,0,0,0,0,0,11,8,27,0,1,0,3,10.7
Ross Travis,TE,26,3,0,0,0,0,0,0,0,0,6,4,51,0,1,0,3,7.1
Nick Bawden,RB,23,10,0,0,0,0,0,0,0,0,6,4,17,0,0,0,2,5.7
Josh Bellamy,WR,30,7,0,0,0,0,0,0,0,0,3,2,20,0,0,0,2,4.0
Fred Brown,WR,26,13,0,0,0,0,0,0,0,0,3,2,21,0,1,0,2,4.1
Michael Crabtree,WR,32,2,0,0,0,0,0,0,0,0,5,4,22,0,0,0,2,6.2
Rashard Davis,WR,24,1,0,0,0,0,0,0,0,0,1,1,16,0,0,0,2,2.6
Robert Davis,WR,24,6,0,0,0,0,0,0,0,0,5,2,17,0,0,0,2,3.7
Ashton Dulin,WR,22,13,0,0,0,0,0,0,0,0,2,2,17,0,0,0,2,3.7
Tyler Ervin,RB,26,10,0,0,0,0,0,1,10,0,4,2,11,0,2,0,2,4.1
Darius Jennings,WR,27,8,0,0,0,0,0,0,0,0,5,2,17,0,0,0,2,3.7
Marqise Lee,WR,28,6,0,0,0,0,0,1,1,0,4,3,18,0,0,0,2,4.9
T.J. Logan,RB,25,12,0,0,0,0,0,3,10,0,3,2,13,0,0,0,2,4.3
Donte Moncrief,WR,26,8,0,0,0,0,0,0,0,0,15,4,18,0,0,0,2,5.8
Chris Moore,WR,26,14,0,0,0,0,0,1,0,0,5,3,21,0,0,0,2,5.1
Stanley Morgan Jr.,WR,23,11,0,0,0,0,0,0,0,0,10,3,18,0,0,0,2,4.8
Josh Oliver,TE,22,4,0,0,0,0,0,0,0,0,6,3,15,0,0,0,2,4.5
Samaje Perine,RB,24,7,0,0,0,0,0,5,16,0,0,0,0,0,0,0,2,1.6
Eric Saubert,TE,25,2,0,0,0,0,0,0,0,0,3,2,21,0,0,0,2,4.1
Keith Smith,RB,27,16,0,0,0,0,0,5,8,0,3,1,13,0,0,0,2,3.1
Diontae Spencer,WR,27,16,0,0,0,0,0,3,6,0,8,6,31,0,3,0,2,7.7
Bobo Wilson,WR,24,6,0,0,0,0,0,0,0,0,11,3,35,0,3,0,2,4.5
Zach Zenner,RB,28,5,0,0,0,0,0,3,-2,0,3,2,19,0,0,0,2,3.7
Josh Adams,RB,23,3,0,0,0,0,0,8,12,0,0,0,0,0,0,0,1,1.2
Antony Auclair,TE,26,8,0,0,0,0,0,0,0,0,3,1,11,0,0,0,1,2.1
Tony Brooks-James,RB,25,3,0,0,0,0,0,8,7,0,0,0,0,0,0,0,1,0.7
Austin Carr,WR,26,6,0,0,0,0,0,0,0,0,4,1,9,0,0,0,1,1.9
Sean Culkin,TE,26,4,0,0,0,0,0,0,0,0,2,1,12,0,0,0,1,2.2
Josh Ferguson,RB,26,2,0,0,0,0,0,3,9,0,0,0,0,0,0,0,1,0.9
Ryan Grant,WR,29,2,0,0,0,0,0,0,0,0,9,4,14,0,0,0,1,5.4
Will Grier,QB,24,2,28,52,228,0,4,7,22,0,0,0,0,0,1,0,1,1.3
Ryan Griffin,QB,30,2,2,4,18,0,0,4,-1,0,0,0,0,0,0,0,1,0.6
Damien Harris,RB,22,2,0,0,0,0,0,4,12,0,0,0,0,0,0,0,1,1.2
Dwayne Harris,WR,32,3,0,0,0,0,0,0,0,0,1,1,7,0,0,0,1,1.7
Chris Herndon,TE,23,1,0,0,0,0,0,0,0,0,2,1,7,0,0,0,1,1.7
Cody Hollister,WR,26,5,0,0,0,0,0,0,0,0,2,2,13,0,0,0,1,3.3
Buddy Howell,RB,23,16,0,0,0,0,0,5,10,0,0,0,0,0,0,0,1,1.0
Jakob Johnson,RB,25,4,0,0,0,0,0,0,0,0,2,1,5,0,0,0,1,1.5
Charles Jones,TE,23,4,0,0,0,0,0,0,0,0,1,1,5,0,0,0,1,1.5
John Kelly,RB,23,4,0,0,0,0,0,3,9,0,0,0,0,0,0,0,1,0.9
Ben Koyack,TE,26,11,0,0,0,0,0,0,0,0,3,1,9,0,0,0,1,1.9
Chris Manhertz,TE,27,15,0,0,0,0,0,0,0,0,1,1,11,0,0,0,1,2.1
Josh McCown,QB,40,3,3,5,24,0,0,2,-2,0,0,0,0,0,0,0,1,0.8
Ryan Nall,RB,24,8,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,0.8
Isaac Nauta,TE,22,6,0,0,0,0,0,0,0,0,3,2,13,0,0,0,1,3.3
Gunner Olszewski,WR,23,8,0,0,0,0,0,0,0,0,4,2,34,0,1,0,1,3.4
Ricky Ortiz,RB,25,1,0,0,0,0,0,0,0,0,1,1,8,0,0,0,1,1.8
Jordan Scarlett,RB,23,9,0,0,0,0,0,4,9,0,0,0,0,0,0,0,1,0.9
Dalton Schultz,TE,23,16,0,0,0,0,0,0,0,0,2,1,6,0,0,0,1,1.6
Jaleel Scott,WR,24,3,0,0,0,0,0,0,0,0,3,1,6,0,0,0,1,1.6
Scott Simonson,TE,27,5,0,0,0,0,0,0,0,0,2,2,11,0,0,0,1,3.1
Jeff Smith,WR,22,1,0,0,0,0,0,0,0,0,2,1,12,0,0,0,1,2.2
Tyrone Swoopes,TE,25,5,0,0,0,0,0,0,0,0,1,1,5,0,0,0,1,1.5
De'Anthony Thomas,WR,26,14,0,0,0,0,0,2,5,0,2,1,6,0,3,0,1,2.1
Jordan Thomas,TE,23,5,0,0,0,0,0,0,0,0,3,1,8,0,0,0,1,1.8
Mike Thomas,WR,25,16,0,0,0,0,0,0,0,0,5,2,14,0,0,0,1,3.4
Levine Toilolo,TE,28,13,0,0,0,0,0,0,0,0,2,2,10,0,0,0,1,3.0
De'Lance Turner,RB,24,8,0,0,0,0,0,4,6,0,0,0,0,0,0,0,1,0.6
John Ursua,WR,25,3,0,0,0,0,0,0,0,0,1,1,11,0,0,0,1,2.1
Dexter Williams,RB,22,4,0,0,0,0,0,5,11,0,0,0,0,0,0,0,1,1.1
Jerell Adams,,27,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Stephen Anderson,,26,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Evan Baylis,,26,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Kendall Blanton,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Tim Boyle,QB,25,3,3,4,15,0,0,5,-7,0,0,0,0,0,0,0,,-0.1
Deante Burton,,25,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Trenton Cannon,,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Garrett Celek,,31,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Jordan Chunn,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Chandler Cox,,23,13,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
River Cracraft,,25,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Jerome Cunningham,,28,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Darrell Daniels,TE,25,11,0,0,0,0,0,0,0,0,3,1,4,0,0,0,,1.4
Davion Davis,,23,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
James Develin,TE,31,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,,0.3
Garrett Dickerson,,24,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Gehrig Dieter,,26,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Brandon Dillon,,22,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Josh Doctson,,27,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
Alex Ellis,,26,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
