Player,Position21,Age21,Games21,Pass Cmp21,Pass Att21,Pass Yds21,Pass TD21,Pass Int21,Rush Att21,Rush Yds21,Rush TD21,Rec Tgt21,Rec21,Rec Yds21,Rec TD21,Fmb21,Tot TD21,FantPt21,PPR21
Tommylee Lewis,WR,29,2,0,0,0,0,0,0,0,0,2,1,7,0,0,0,1,1.7
Hunter Long,TE,23,7,0,0,0,0,0,0,0,0,3,1,8,0,0,0,1,1.8
Anthony McFarland Jr.,RB,22,2,0,0,0,0,0,3,3,0,1,1,11,0,0,0,1,2.4
Kirk Merritt,WR,24,2,0,0,0,0,0,0,0,0,3,1,13,0,0,0,1,2.3
Jaydon Mickens,WR,27,11,0,0,0,0,0,0,0,0,3,2,10,0,1,0,1,3.0
Stanley Morgan Jr.,WR,25,17,0,0,0,0,0,1,3,0,4,2,11,0,0,0,1,3.4
Johnny Mundt,TE,27,6,0,0,0,0,0,0,0,0,1,1,9,0,0,0,1,1.9
Ryan Nall,RB,26,9,0,0,0,0,0,1,4,0,1,1,4,0,0,0,1,1.8
Jacques Patrick,RB,24,2,0,0,0,0,0,2,12,0,0,0,0,0,0,0,1,1.2
Kevin Rader,TE,26,6,0,0,0,0,0,0,0,0,3,2,8,0,0,0,1,2.8
Richard Rodgers,TE,29,3,0,0,0,0,0,0,0,0,2,2,11,0,0,0,1,3.1
Mekhi Sargent,RB,24,7,0,0,0,0,0,5,11,0,1,0,0,0,0,0,1,1.1
C.J. Saunders,WR,25,2,0,0,0,0,0,0,0,0,2,2,11,0,0,0,1,3.1
Luke Stocker,TE,33,12,0,0,0,0,0,0,0,0,2,2,12,0,0,0,1,3.2
Eric Tomlinson,TE,29,17,0,0,0,0,0,0,0,0,1,1,7,0,0,0,1,1.7
Tyrell Williams,WR,29,1,0,0,0,0,0,0,0,0,3,2,14,0,0,0,1,3.4
Easop Winston,WR,25,3,0,0,0,0,0,0,0,0,1,1,5,0,0,0,1,1.5
Ethan Wolf,TE,26,2,0,0,0,0,0,0,0,0,2,2,8,0,0,0,1,2.8
Josh Adams,,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Rodney Adams,,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Geronimo Allison,,27,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,
Devin Asiasi,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Marcell Ateman,,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tutu Atwell,,22,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Alex Bachman,WR,25,3,0,0,0,0,0,1,-3,0,0,0,0,0,0,0,,-0.3
Jake Bargas,,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kenjon Barner,RB,32,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,
Andrew Beck,,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nick Bellore,RB,32,17,0,0,0,0,0,0,0,0,1,1,4,0,0,0,,1.4
Kurt Benkert,QB,26,1,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,,-0.1
Rashod Berry,,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nick Boyle,TE,28,5,0,0,0,0,0,0,0,0,2,1,2,0,0,0,,1.2
Darius Bradwell,,24,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
John Brown,,31,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,
Deante Burton,,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lawrence Cager,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Stephen Carlson,,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dan Chisena,,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tyrie Cleveland,,24,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Matt Cole,,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nathan Cottrell,RB,25,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,,0.3
Isaiah Coulter,,23,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
River Cracraft,,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Chase Daniel,QB,35,1,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,,-0.2
Darrell Daniels,TE,27,15,0,0,0,0,0,0,0,0,4,1,0,0,0,0,,1.0
Connor Davis,,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Brandon Dillon,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jeff Driskel,,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Trey Edmunds,,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ben Ellefson,,25,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Simi Fehoko,,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Maurice Ffrench,WR,23,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,,0.3
Daurice Fountain,,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Travis Fulgham,,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Antonio Gandy-Golden,,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Cullen Gillaspia,,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Justin Hardee,,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Clark Harris,,37,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
De'Michael Harris,,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jacob Harris,,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Daniel Helm,TE,26,9,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,,0.9
Temarrick Hemingway,,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
John Hightower,,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Brian Hill,,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kevin Hogan,,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
J.P. Holtz,,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tanner Hudson,,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ryan Izzo,,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kerryon Johnson,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
KeeSean Johnson,,25,0,,,,,,,,,,,,,,0,,
Taiwan Jones,,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Matt LaCosse,,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tyler Mabry,,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jordan Matthews,,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nate McCrary,RB,22,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,,-0.1
Codey McElroy,,29,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Kellen Mond,QB,22,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,,0.2
David Moore,,26,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,
Jojo Natson,,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Matthew Orzech,,26,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Devine Ozigbo,RB,25,3,0,0,0,0,0,1,-3,0,1,1,7,0,0,0,,1.4
Nathan Peterman,QB,27,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,,0.2
Artavis Pierce,,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Giovanni Ricci,,25,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,
Brett Rypien,QB,25,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,
Jordan Scarlett,,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mason Schreck,,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Steven Sims,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Matthew Slater,,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Devin Smith,,29,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Vyncint Smith,,25,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Nate Solder,,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Stephen Sullivan,,25,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Tyrone Swoopes,,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Colin Thompson,,28,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Cody Thompson,,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Noah Togiai,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ross Travis,,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jordan Veasy,,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kahale Warring,,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Justin Watson,,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Davis Webb,QB,26,1,0,0,0,0,0,2,-3,0,0,0,0,0,0,0,,-0.3
Nsimba Webster,,25,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
David Wells,,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jordan Wilkins,,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Deon Yelder,TE,26,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,1.0
Khari Blasingame,RB,25,11,0,0,0,0,0,3,6,0,2,2,4,0,1,0,-1,1.0
Jacob Eason,QB,24,1,2,5,25,0,1,0,0,0,0,0,0,0,0,0,-1,-1.0
Feleipe Franks,QB,24,9,0,1,0,0,1,3,6,0,0,0,0,0,0,0,-1,-1.4
Racey McMath,WR,22,9,0,0,0,0,0,0,0,0,6,2,8,0,1,0,-1,0.8
Malik Taylor,WR,26,10,0,0,0,0,0,0,0,0,3,2,14,0,1,0,-1,1.4
Logan Woodside,QB,26,5,0,0,0,0,0,6,-6,0,0,0,0,0,0,0,-1,-0.6
Travis Benjamin,,32,10,0,0,0,0,0,0,0,0,5,0,0,0,1,0,-2,-2.0
Trenton Cannon,RB,27,12,0,0,0,0,0,3,4,0,0,0,0,0,1,0,-2,-1.6
John Wolford,QB,26,3,1,4,5,0,1,2,-1,0,0,0,0,0,0,0,-2,-1.9
Josh Rosen,QB,24,4,2,11,19,0,2,0,0,0,0,0,0,0,0,0,-3,-3.2
Diontae Spencer,WR,29,15,0,0,0,0,0,0,0,0,4,1,-3,0,2,0,-4,-3.3
